34,21/09/29 15:36:32,21/09/29 15:36:35,LIGHT,-1,,1
33,21/09/29 15:36:32,21/09/29 15:36:35,SWITCH2,-1,,1
32,21/09/29 15:36:28,21/09/29 15:36:37,SWITCH,-1,,1
31,21/09/29 15:36:26,21/09/29 15:36:28,LIGHT,-1,,1
30,21/09/29 15:36:13,21/09/29 15:36:18,LIGHT,-1,,1
29,21/09/29 15:36:13,21/09/29 15:36:18,SWITCH2,-1,,1
28,21/09/29 15:36:11,21/09/29 15:36:26,SWITCH,-1,,1
27,21/09/29 15:36:09,21/09/29 15:36:11,LIGHT,-1,,1
26,21/09/29 15:36:06,21/09/29 15:36:08,LIGHT,-1,,1
25,21/09/29 15:36:06,21/09/29 15:36:08,SWITCH2,-1,,1
24,21/09/29 15:36:04,21/09/29 15:36:09,SWITCH,-1,,1
23,21/09/29 15:36:03,21/09/29 15:36:04,LIGHT,-1,,1
22,21/09/29 15:35:58,21/09/29 15:36:00,LIGHT,-1,,1
21,21/09/29 15:35:58,21/09/29 15:36:00,SWITCH2,-1,,1
20,21/09/29 15:35:56,21/09/29 15:36:03,SWITCH,-1,,1
19,21/09/29 15:35:54,21/09/29 15:35:56,LIGHT,-1,,1
18,21/09/29 15:35:49,21/09/29 15:35:52,LIGHT,-1,,1
17,21/09/29 15:35:49,21/09/29 15:35:54,SWITCH,-1,,1
16,21/09/29 15:35:47,21/09/29 15:35:52,SWITCH2,-1,,1
15,21/09/29 15:35:37,21/09/29 15:35:47,LIGHT,-1,,1
14,21/09/29 15:35:34,21/09/29 15:35:37,SWITCH,-1,,1
13,21/09/29 15:35:32,21/09/29 15:35:34,LIGHT,-1,,1
12,21/09/29 15:35:15,21/09/29 15:35:30,LIGHT,-1,,1
11,21/09/29 15:35:15,21/09/29 15:35:30,SWITCH2,-1,,1
10,21/09/29 15:35:12,21/09/29 15:35:32,SWITCH,-1,,1
9,21/09/29 15:35:10,21/09/29 15:35:12,LIGHT,-1,,1
8,21/09/29 15:35:05,21/09/29 15:35:08,LIGHT,-1,,1
7,21/09/29 15:35:05,21/09/29 15:35:08,SWITCH2,-1,,1
6,21/09/29 15:35:02,21/09/29 15:35:10,SWITCH,-1,,1
5,21/09/29 15:35:00,21/09/29 15:35:02,LIGHT,-1,,1
4,21/09/29 15:34:58,21/09/29 15:35:00,SWITCH2,-1,,1
3,21/09/29 15:34:55,21/09/29 15:34:58,LIGHT,-1,,1
2,21/09/29 15:34:52,21/09/29 15:34:55,SWITCH,-1,,1
1,21/09/29 15:34:50,21/09/29 15:34:52,LIGHT,-1,,1
